class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-colorr-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,4,3,2,2,5,1,1,2,4,1,3,3,4,5,2,1,1,1,4,4,5,4
e,4,3,5,1,4,1,1,2,7,2,3,1,1,2,1,1,1,1,1,1,5,5
e,4,2,5,1,4,1,1,2,5,2,3,1,1,1,2,1,1,1,1,2,4,5
e,4,3,4,1,4,1,1,2,7,2,3,1,1,3,1,1,1,1,1,2,4,5
e,4,2,5,1,4,1,1,2,2,2,3,1,1,2,1,1,1,1,1,2,5,5
e,4,3,4,1,4,1,1,2,7,2,3,1,1,1,2,1,1,1,1,1,4,5
e,4,2,1,1,4,1,1,2,7,2,3,1,1,1,2,1,1,1,1,1,5,5
e,4,2,5,1,4,1,1,2,5,2,3,1,1,3,1,1,1,1,1,1,4,5
e,4,2,1,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,2,4,5
e,4,3,5,1,4,1,1,2,2,2,3,1,1,3,2,1,1,1,1,2,5,5
e,4,2,5,1,4,1,1,2,5,2,3,1,1,1,2,1,1,1,1,2,5,5
e,4,3,4,1,4,1,1,2,5,2,3,1,1,1,3,1,1,1,1,1,5,5
e,1,3,4,1,4,1,1,2,4,2,3,1,1,3,1,1,1,1,1,2,5,5
e,4,2,1,1,4,1,1,2,4,2,3,1,1,1,2,1,1,1,1,2,5,5
e,4,2,1,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,2,4,5
e,1,3,5,1,4,1,1,2,2,2,3,1,1,2,1,1,1,1,1,1,5,5
e,4,3,1,1,4,1,1,2,4,2,3,1,1,1,2,1,1,1,1,1,5,5
p,1,3,4,2,5,1,1,2,6,1,3,3,4,4,4,1,1,1,4,4,5,4
e,4,2,5,1,4,1,1,2,4,2,3,1,1,1,2,1,1,1,1,2,5,5
e,1,2,4,1,4,1,1,2,2,2,3,1,1,1,3,1,1,1,1,1,5,5
e,4,2,1,1,4,1,1,2,5,2,3,1,1,3,2,1,1,1,1,2,4,5
e,4,2,1,1,4,1,1,2,5,2,3,1,1,2,2,1,1,1,1,1,5,5
e,4,2,4,1,4,1,1,2,5,2,3,1,1,3,3,1,1,1,1,2,5,5
p,1,3,4,2,5,1,1,2,6,1,3,3,4,3,4,1,1,1,4,4,4,5
e,4,3,5,1,4,1,1,2,5,2,3,1,1,3,1,1,1,1,1,2,4,5
p,4,3,4,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,4,4,4,5
e,4,2,4,1,4,1,1,2,7,2,3,1,1,3,2,1,1,1,1,2,5,5
e,4,2,4,1,4,1,1,2,2,2,3,1,1,2,3,1,1,1,1,2,4,5
e,4,3,4,1,4,1,1,2,7,2,3,1,1,3,1,1,1,1,1,1,5,5
p,4,3,2,2,5,1,1,2,6,1,3,3,4,3,5,1,1,1,4,4,4,4
e,1,2,1,1,4,1,1,2,2,2,3,1,1,2,1,1,1,1,1,2,4,5
e,4,2,4,1,4,1,1,2,4,2,3,1,1,2,3,1,1,1,1,2,5,5
p,4,3,4,2,5,1,1,2,6,1,3,3,4,5,4,1,1,1,4,4,4,5
e,4,2,1,1,4,1,1,2,5,2,3,1,1,2,1,1,1,1,1,1,4,5
p,1,3,4,2,6,1,2,1,7,1,3,1,1,1,1,1,1,1,1,1,1,5
e,4,2,5,1,4,1,1,2,5,2,3,1,1,3,1,1,1,1,1,2,5,5
p,1,1,3,2,6,1,2,1,3,1,3,1,1,1,1,1,1,1,1,1,1,5
e,4,2,1,1,4,1,1,2,2,2,3,1,1,1,2,1,1,1,1,1,4,5
p,1,1,3,2,6,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,4,5
e,4,2,5,1,4,1,1,2,4,2,3,1,1,3,2,1,1,1,1,2,5,5
e,4,3,4,1,4,1,1,2,7,2,3,1,1,1,3,1,1,1,1,2,4,5
e,4,3,5,1,4,1,1,2,4,2,3,1,1,3,1,1,1,1,1,1,5,5
e,4,2,5,1,4,1,1,2,5,2,3,1,1,2,1,1,1,1,1,2,5,5
p,1,1,4,2,6,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,5
e,4,2,5,1,4,1,1,2,2,2,3,1,1,3,1,1,1,1,1,1,5,5
e,4,2,5,1,4,1,1,2,2,2,3,1,1,2,3,1,1,1,1,1,4,5
p,1,3,8,2,6,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,4,5
e,4,3,5,1,4,1,1,2,7,2,3,1,1,3,2,1,1,1,1,1,5,5
p,1,1,8,2,6,1,1,1,7,1,3,1,1,1,1,1,1,1,1,2,4,5
e,4,3,5,1,4,1,1,2,5,2,3,1,1,3,3,1,1,1,1,1,5,5
p,4,3,4,2,5,1,1,2,3,1,3,3,4,5,2,1,1,1,4,4,5,2
e,4,2,4,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,2,5,5
p,1,3,4,2,5,1,1,2,6,1,3,3,4,4,2,1,1,1,4,4,5,2
e,4,2,1,1,4,1,1,2,2,2,3,1,1,3,2,1,1,1,1,1,4,5
e,4,2,5,1,4,1,1,2,7,2,3,1,1,3,2,1,1,1,1,2,4,5
e,4,2,1,1,4,1,1,2,7,2,3,1,1,3,2,1,1,1,1,1,4,5
p,1,1,8,2,6,1,2,1,3,1,3,1,1,1,1,1,1,1,1,1,1,5
p,1,2,4,2,5,1,1,2,6,1,3,3,4,4,2,1,1,1,4,4,5,4
e,4,3,5,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,2,4,5
e,4,3,4,1,4,1,1,2,5,2,3,1,1,1,1,1,1,1,1,1,4,5
e,4,2,4,1,4,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,4,5
e,4,2,5,1,4,1,1,2,4,2,3,1,1,2,1,1,1,1,1,2,5,5
e,4,2,5,1,4,1,1,2,7,2,3,1,1,1,1,1,1,1,1,1,4,5
e,1,3,4,1,4,1,1,2,2,2,3,1,1,1,2,1,1,1,1,2,5,5
p,1,3,4,2,5,1,1,2,3,1,3,3,4,4,2,1,1,1,4,4,5,5
e,1,2,1,1,4,1,1,2,7,2,3,1,1,2,2,1,1,1,1,2,5,5
e,4,2,5,1,4,1,1,2,7,2,3,1,1,1,2,1,1,1,1,1,5,5
e,4,3,5,1,4,1,1,2,2,2,3,1,1,3,1,1,1,1,1,1,5,5
p,1,3,3,2,6,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,4,5
e,4,2,5,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,1,5,5
e,4,2,4,1,4,1,1,2,4,2,3,1,1,1,1,1,1,1,1,2,5,5
p,1,3,4,2,5,1,1,2,4,1,3,3,4,4,5,1,1,1,4,4,5,2
e,4,2,4,1,4,1,1,2,2,2,3,1,1,3,1,1,1,1,1,2,5,5
p,1,1,3,2,6,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,4,5
e,4,3,5,1,4,1,1,2,2,2,3,1,1,3,2,1,1,1,1,1,4,5
p,1,1,3,2,6,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,5
p,1,3,4,2,5,1,1,2,3,1,3,3,4,3,2,1,1,1,4,4,4,5
p,1,3,4,2,5,1,1,2,6,1,3,3,4,5,2,1,1,1,4,4,5,5
e,4,2,4,1,4,1,1,2,7,2,3,1,1,2,3,1,1,1,1,2,4,5
e,4,2,4,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,2,4,5
e,4,2,5,1,4,1,1,2,4,2,3,1,1,3,1,1,1,1,1,2,5,5
e,4,2,5,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,1,5,5
p,1,3,4,2,5,1,1,2,6,1,3,3,4,5,4,1,1,1,4,4,4,4
e,4,3,5,1,4,1,1,2,7,2,3,1,1,3,1,1,1,1,1,2,5,5
e,4,3,5,1,4,1,1,2,2,2,3,1,1,2,2,1,1,1,1,1,5,5
p,1,2,4,2,5,1,1,2,3,1,3,3,4,4,4,1,1,1,4,4,4,2
e,4,3,5,1,4,1,1,2,7,2,3,1,1,1,3,1,1,1,1,1,5,5
p,1,3,4,2,6,1,2,1,4,1,3,1,1,1,1,1,1,1,1,2,1,5
e,4,2,4,1,4,1,1,2,7,2,3,1,1,2,1,1,1,1,1,1,5,5
e,4,2,5,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,2,5,5
e,4,2,5,1,4,1,1,2,2,2,3,1,1,3,1,1,1,1,1,2,5,5
e,4,2,4,1,4,1,1,2,5,2,3,1,1,1,2,1,1,1,1,1,5,5
e,1,3,5,1,4,1,1,2,2,2,3,1,1,1,1,1,1,1,1,2,5,5
e,4,2,4,1,4,1,1,2,7,2,3,1,1,3,1,1,1,1,1,1,5,5
p,1,1,8,2,6,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,5
e,4,2,1,1,4,1,1,2,7,2,3,1,1,1,2,1,1,1,1,2,4,5
p,1,3,4,2,5,1,1,2,4,1,3,3,4,5,4,1,1,1,4,4,5,2
e,4,2,5,1,4,1,1,2,2,2,3,1,1,1,2,1,1,1,1,1,4,5
e,4,2,4,1,4,1,1,2,5,2,3,1,1,2,1,1,1,1,1,2,4,5
e,4,3,5,1,4,1,1,2,2,2,3,1,1,3,3,1,1,1,1,2,4,5
p,1,1,3,2,6,1,2,1,7,1,3,1,1,1,1,1,1,1,1,2,4,5
p,1,3,3,2,6,1,2,1,2,1,3,1,1,1,1,1,1,1,1,2,4,5
e,1,2,1,1,4,1,1,2,2,2,3,1,1,1,1,1,1,1,1,2,4,5
e,4,3,5,1,4,1,1,2,5,2,3,1,1,3,3,1,1,1,1,1,4,5
e,4,2,5,1,4,1,1,2,5,2,3,1,1,2,2,1,1,1,1,1,4,5
e,1,2,4,1,4,1,1,2,7,2,3,1,1,2,2,1,1,1,1,2,5,5
p,1,3,4,2,5,1,1,2,4,1,3,3,4,4,2,1,1,1,4,4,4,5
p,1,3,3,2,6,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,4,5
e,4,2,1,1,4,1,1,2,5,2,3,1,1,1,1,1,1,1,1,1,5,5
e,4,3,5,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,1,4,5
p,1,3,3,2,6,1,2,1,7,1,3,1,1,1,1,1,1,1,1,1,4,5
p,1,1,4,2,6,1,2,1,4,1,3,1,1,1,1,1,1,1,1,1,1,5
e,1,2,5,1,4,1,1,2,4,2,3,1,1,3,2,1,1,1,1,1,4,5
p,1,3,4,2,5,1,1,2,6,1,3,3,4,5,2,1,1,1,4,4,4,5
p,1,3,4,2,6,1,1,1,4,1,3,1,1,1,1,1,1,1,1,2,4,5
p,1,3,4,2,5,1,1,2,6,1,3,3,4,4,2,1,1,1,4,4,4,5
p,1,1,4,2,6,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,4,5
e,1,3,4,1,4,1,1,2,5,2,3,1,1,3,3,1,1,1,1,1,4,5
p,1,3,8,2,6,1,1,1,7,1,3,1,1,1,1,1,1,1,1,1,1,5
e,4,3,5,1,4,1,1,2,2,2,3,1,1,2,2,1,1,1,1,2,4,5
p,1,1,8,2,6,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,4,5
p,1,3,4,2,6,1,2,1,4,1,3,1,1,1,1,1,1,1,1,1,1,5
e,4,2,5,1,4,1,1,2,4,2,3,1,1,2,3,1,1,1,1,1,5,5
p,1,3,4,2,6,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,5
p,1,1,4,2,6,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,4,5
e,4,2,4,1,4,1,1,2,7,2,3,1,1,1,3,1,1,1,1,2,5,5
e,4,2,1,1,4,1,1,2,7,2,3,1,1,2,1,1,1,1,1,2,5,5
p,1,3,4,2,6,1,2,1,3,1,3,1,1,1,1,1,1,1,1,2,1,5
e,4,3,5,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,1,4,5
p,1,1,3,2,6,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1,5
e,4,2,1,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,1,4,5
p,1,3,4,2,5,1,1,2,6,1,3,3,4,4,5,1,1,1,4,4,4,5
p,4,2,4,2,5,1,1,2,3,1,3,3,4,5,5,1,1,1,4,4,5,2
e,4,2,4,1,4,1,1,2,2,2,3,1,1,3,3,1,1,1,1,1,4,5
p,1,3,4,2,5,1,1,2,3,1,3,3,4,4,5,1,1,1,4,4,4,2
e,4,2,4,1,4,1,1,2,4,2,3,1,1,2,1,1,1,1,1,2,4,5
p,1,3,4,2,5,1,1,2,3,1,3,3,4,4,4,1,1,1,4,4,5,2
p,4,3,4,2,5,1,1,2,4,1,3,3,4,4,2,1,1,1,4,4,5,4
e,4,3,5,1,4,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,4,5
e,4,3,4,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,1,4,5
p,1,3,3,2,6,1,1,1,4,1,3,1,1,1,1,1,1,1,1,2,4,5
e,4,3,4,1,4,1,1,2,2,2,3,1,1,1,1,1,1,1,1,2,5,5
p,1,3,4,2,5,1,1,2,4,1,3,3,4,5,2,1,1,1,4,4,5,4
p,1,2,2,2,5,1,1,2,6,1,3,3,4,4,5,1,1,1,4,4,4,5
p,4,2,4,2,5,1,1,2,4,1,3,3,4,4,2,1,1,1,4,4,5,4
p,1,3,2,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,4,4,4,2
p,1,3,3,2,6,1,2,1,3,1,3,1,1,1,1,1,1,1,1,2,4,5
p,1,2,2,2,5,1,1,2,6,1,3,3,4,5,4,1,1,1,4,4,5,5
p,1,2,2,2,5,1,1,2,3,1,3,3,4,5,2,1,1,1,4,4,4,5
p,1,3,2,2,5,1,1,2,6,1,3,3,4,4,4,1,1,1,4,4,4,4
p,4,3,2,2,5,1,1,2,6,1,3,3,4,3,4,1,1,1,4,4,4,5
p,4,3,2,2,5,1,1,2,3,1,3,3,4,4,4,1,1,1,4,4,5,5
e,4,2,4,1,4,1,1,2,2,2,3,1,1,1,3,1,1,1,1,1,5,5
p,1,2,4,2,5,1,1,2,3,1,3,3,4,5,4,1,1,1,4,4,5,2
p,4,3,2,2,5,1,1,2,4,1,3,3,4,4,5,1,1,1,4,4,5,4
p,4,3,2,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,4,4,5,2
e,1,3,4,1,4,1,1,2,5,2,3,1,1,1,1,1,1,1,1,1,5,5
e,4,2,1,1,4,1,1,2,2,2,3,1,1,1,3,1,1,1,1,2,4,5
e,4,2,5,1,4,1,1,2,2,2,3,1,1,1,2,1,1,1,1,2,4,5
p,1,2,2,2,5,1,1,2,6,1,3,3,4,4,2,1,1,1,4,4,4,2
p,4,2,4,2,5,1,1,2,3,1,3,3,4,5,5,1,1,1,4,4,4,2
p,4,2,4,2,5,1,1,2,6,1,3,3,4,4,5,1,1,1,4,4,4,5
e,4,2,5,1,4,1,1,2,5,2,3,1,1,3,1,1,1,1,1,1,5,5
p,4,2,4,2,5,1,1,2,4,1,3,3,4,4,5,1,1,1,4,4,4,2
e,4,3,5,1,4,1,1,2,2,2,3,1,1,2,1,1,1,1,1,1,4,5
e,4,3,4,1,4,1,1,2,4,2,3,1,1,2,1,1,1,1,1,1,4,5
e,4,3,4,1,4,1,1,2,5,2,3,1,1,2,2,1,1,1,1,2,4,5
p,1,3,4,2,5,1,1,2,4,1,3,3,4,5,5,1,1,1,4,4,5,5
p,1,2,2,2,5,1,1,2,4,1,3,3,4,5,5,1,1,1,4,4,5,2
p,4,3,2,2,5,1,1,2,6,1,3,3,4,5,4,1,1,1,4,4,5,2
e,4,2,5,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,2,4,5
p,1,3,2,2,5,1,1,2,6,1,3,3,4,3,4,1,1,1,4,4,5,5
p,4,2,4,2,5,1,1,2,6,1,3,3,4,3,5,1,1,1,4,4,5,4
p,4,3,2,2,5,1,1,2,3,1,3,3,4,3,2,1,1,1,4,4,4,2
p,4,2,2,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,4,4,4,5
p,1,2,4,2,5,1,1,2,4,1,3,3,4,4,4,1,1,1,4,4,5,4
p,4,3,2,2,5,1,1,2,6,1,3,3,4,5,5,1,1,1,4,4,4,4
p,1,1,8,2,6,1,1,1,3,1,3,1,1,1,1,1,1,1,1,2,1,5
p,1,2,2,2,5,1,1,2,4,1,3,3,4,4,4,1,1,1,4,4,4,2
e,4,3,5,1,4,1,1,2,7,2,3,1,1,2,3,1,1,1,1,1,4,5
e,4,2,5,1,4,1,1,2,2,2,3,1,1,2,2,1,1,1,1,1,5,5
p,1,3,8,2,6,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,4,5
p,1,3,2,2,5,1,1,2,6,1,3,3,4,5,5,1,1,1,4,4,4,2
p,4,2,4,2,5,1,1,2,4,1,3,3,4,5,2,1,1,1,4,4,4,2
e,1,2,4,1,4,1,1,2,4,2,3,1,1,1,2,1,1,1,1,1,5,5
e,4,3,5,1,4,1,1,2,4,2,3,1,1,1,3,1,1,1,1,2,5,5
p,4,2,4,2,5,1,1,2,4,1,3,3,4,5,5,1,1,1,4,4,4,5
e,4,2,4,1,4,1,1,2,7,2,3,1,1,1,3,1,1,1,1,2,4,5
p,1,3,2,2,5,1,1,2,3,1,3,3,4,4,2,1,1,1,4,4,4,5
p,4,2,4,2,5,1,1,2,3,1,3,3,4,4,4,1,1,1,4,4,5,2
e,4,3,5,1,4,1,1,2,4,2,3,1,1,2,3,1,1,1,1,2,4,5
p,1,2,2,2,5,1,1,2,6,1,3,3,4,4,4,1,1,1,4,4,4,2
p,4,3,2,2,5,1,1,2,3,1,3,3,4,4,5,1,1,1,4,4,5,2
p,1,2,2,2,5,1,1,2,4,1,3,3,4,3,2,1,1,1,4,4,4,2
p,4,3,4,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,4,4,5,2
p,1,1,8,2,6,1,2,1,2,1,3,1,1,1,1,1,1,1,1,2,1,5
p,1,3,4,2,6,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,5
p,1,2,4,2,5,1,1,2,3,1,3,3,4,5,2,1,1,1,4,4,4,4
p,1,2,2,2,5,1,1,2,6,1,3,3,4,5,2,1,1,1,4,4,5,4
p,4,3,4,2,5,1,1,2,6,1,3,3,4,3,4,1,1,1,4,4,4,5
e,4,2,4,1,4,1,1,2,7,2,3,1,1,1,1,1,1,1,1,2,4,5
p,1,1,4,1,5,1,1,2,5,2,3,2,1,1,1,1,1,1,1,4,4,1
p,1,2,2,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,4,4,5,5
e,4,3,4,1,4,1,1,2,5,2,3,1,1,3,2,1,1,1,1,1,4,5
p,4,3,2,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,4,4,5,5
p,1,2,4,2,5,1,1,2,6,1,3,3,4,5,5,1,1,1,4,4,5,4
p,4,3,2,2,5,1,1,2,3,1,3,3,4,5,5,1,1,1,4,4,4,4
p,1,2,4,2,5,1,1,2,6,1,3,3,4,5,4,1,1,1,4,4,5,2
p,4,2,4,2,5,1,1,2,6,1,3,3,4,5,2,1,1,1,4,4,5,2
p,4,2,2,2,5,1,1,2,6,1,3,3,4,4,5,1,1,1,4,4,5,4
p,1,3,2,2,5,1,1,2,4,1,3,3,4,3,4,1,1,1,4,4,5,4
p,1,1,3,2,6,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,4,5
p,1,2,4,2,5,1,1,2,3,1,3,3,4,5,4,1,1,1,4,4,4,4
p,1,3,4,2,5,1,1,2,4,1,3,3,4,5,5,1,1,1,4,4,5,4
e,4,2,1,1,4,1,1,2,7,2,3,1,1,3,2,1,1,1,1,2,4,5
e,4,3,4,1,4,1,1,2,5,2,3,1,1,3,1,1,1,1,1,1,4,5
p,1,3,2,2,5,1,1,2,3,1,3,3,4,4,5,1,1,1,4,4,5,4
p,1,1,8,2,6,1,1,1,7,1,3,1,1,1,1,1,1,1,1,2,1,5
p,4,3,4,2,5,1,1,2,4,1,3,3,4,4,4,1,1,1,4,4,4,2
p,1,3,4,2,5,1,1,2,6,1,3,3,4,5,5,1,1,1,4,4,4,2
p,1,1,3,2,6,1,1,1,7,1,3,1,1,1,1,1,1,1,1,1,4,5
e,4,3,5,1,4,1,1,2,5,2,3,1,1,1,2,1,1,1,1,2,4,5
p,4,2,4,2,5,1,1,2,4,1,3,3,4,5,4,1,1,1,4,4,4,2
p,1,3,8,2,6,1,2,1,4,1,3,1,1,1,1,1,1,1,1,1,4,5
p,4,1,3,1,5,1,1,2,4,2,3,2,1,1,1,1,1,1,1,4,4,2
p,1,2,2,2,5,1,1,2,4,1,3,3,4,4,4,1,1,1,4,4,4,4
e,1,2,6,1,4,1,1,2,9,1,5,1,1,6,1,1,1,2,2,5,6,6
p,4,3,4,2,5,1,1,2,3,1,3,3,4,4,2,1,1,1,4,4,5,2
p,1,3,4,2,5,1,1,2,4,1,3,3,4,3,4,1,1,1,4,4,5,2
p,1,3,2,2,5,1,1,2,6,1,3,3,4,4,5,1,1,1,4,4,5,2
p,4,3,2,2,5,1,1,2,6,1,3,3,4,3,2,1,1,1,4,4,5,2
e,4,3,4,1,4,1,1,2,7,2,3,1,1,3,3,1,1,1,1,2,5,5
p,1,3,2,2,5,1,1,2,6,1,3,3,4,3,2,1,1,1,4,4,4,5
p,1,2,4,2,5,1,1,2,6,1,3,3,4,3,2,1,1,1,4,4,4,5
p,4,3,4,2,5,1,1,2,4,1,3,3,4,4,4,1,1,1,4,4,5,2
p,1,3,4,2,6,1,2,1,7,1,3,1,1,1,1,1,1,1,1,2,1,5
p,1,3,4,2,6,1,1,1,7,1,3,1,1,1,1,1,1,1,1,2,4,5
p,1,2,4,2,5,1,1,2,4,1,3,3,4,3,4,1,1,1,4,4,4,2
p,1,1,4,1,5,1,1,2,6,2,3,1,1,1,1,1,1,1,1,4,1,2
p,1,2,4,2,5,1,1,2,6,1,3,3,4,3,5,1,1,1,4,4,4,2
e,4,2,4,1,4,1,1,2,2,2,3,1,1,3,3,1,1,1,1,1,5,5
p,4,3,2,2,5,1,1,2,4,1,3,3,4,5,5,1,1,1,4,4,4,5
e,4,3,5,1,4,1,1,2,4,2,3,1,1,3,2,1,1,1,1,1,4,5
p,4,2,4,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,4,4,5,4
e,4,2,1,1,4,1,1,2,2,2,3,1,1,2,1,1,1,1,1,1,4,5
e,4,3,5,1,4,1,1,2,5,2,3,1,1,2,2,1,1,1,1,1,5,5
p,1,2,4,2,5,1,1,2,3,1,3,3,4,4,2,1,1,1,4,4,5,4
p,1,2,4,2,5,1,1,2,6,1,3,3,4,5,2,1,1,1,4,4,5,5
e,4,3,5,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,2,4,5
p,4,3,4,2,5,1,1,2,4,1,3,3,4,5,5,1,1,1,4,4,4,4
e,4,3,4,1,4,1,1,2,5,2,3,1,1,3,2,1,1,1,1,1,5,5
e,4,2,5,1,4,1,1,2,5,2,3,1,1,1,3,1,1,1,1,1,5,5
e,4,2,5,1,4,1,1,2,5,2,3,1,1,2,3,1,1,1,1,2,4,5
p,4,3,4,2,5,1,1,2,3,1,3,3,4,4,4,1,1,1,4,4,5,4
e,1,3,5,1,4,1,1,2,7,2,3,1,1,2,2,1,1,1,1,1,4,5
p,4,2,4,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,4,4,4,5
p,1,2,2,2,5,1,1,2,4,1,3,3,4,3,4,1,1,1,4,4,4,4
p,4,2,2,2,5,1,1,2,4,1,3,3,4,5,5,1,1,1,4,4,4,5
p,1,3,2,2,5,1,1,2,3,1,3,3,4,4,2,1,1,1,4,4,4,4
p,1,2,2,2,5,1,1,2,4,1,3,3,4,4,4,1,1,1,4,4,4,5
e,1,3,4,1,4,1,1,2,7,2,3,1,1,2,3,1,1,1,1,2,4,5
e,1,2,4,1,4,1,1,2,7,2,3,1,1,2,1,1,1,1,1,2,4,5
p,4,2,4,2,5,1,1,2,3,1,3,3,4,5,2,1,1,1,4,4,4,2
p,4,3,2,2,5,1,1,2,6,1,3,3,4,3,2,1,1,1,4,4,5,5
p,1,2,4,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,4,4,5,4
p,1,2,5,2,7,1,1,1,8,2,5,3,1,1,1,1,1,1,2,5,4,4
p,1,2,4,2,5,1,1,2,6,1,3,3,4,4,4,1,1,1,4,4,5,4
p,1,2,4,2,5,1,1,2,3,1,3,3,4,3,2,1,1,1,4,4,4,2
p,1,1,4,2,6,1,2,1,7,1,3,1,1,1,1,1,1,1,1,2,4,5
p,4,3,4,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,4,4,4,2
p,4,1,6,1,5,1,1,2,4,2,3,1,2,1,1,1,1,1,1,4,1,2
p,1,2,4,2,5,1,1,2,4,1,3,3,4,4,2,1,1,1,4,4,4,5
p,1,2,2,2,5,1,1,2,4,1,3,3,4,3,2,1,1,1,4,4,5,5
p,1,1,3,2,6,1,2,1,7,1,3,1,1,1,1,1,1,1,1,1,1,5
p,1,2,2,2,5,1,1,2,6,1,3,3,4,3,4,1,1,1,4,4,4,5
e,4,3,5,1,4,1,1,2,5,2,3,1,1,1,2,1,1,1,1,1,4,5
p,1,2,4,2,5,1,1,2,6,1,3,3,4,3,2,1,1,1,4,4,5,2
p,1,3,2,2,5,1,1,2,4,1,3,3,4,4,2,1,1,1,4,4,4,5
p,1,3,2,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,4,4,4,4
p,4,3,4,2,5,1,1,2,4,1,3,3,4,3,4,1,1,1,4,4,4,2
p,1,3,2,2,5,1,1,2,6,1,3,3,4,4,5,1,1,1,4,4,5,5
e,4,3,4,1,4,1,1,2,7,2,3,1,1,2,1,1,1,1,1,1,4,5
p,1,3,4,2,5,1,1,2,4,1,3,3,4,3,2,1,1,1,4,4,5,5
e,4,2,1,1,4,1,1,2,7,2,3,1,1,1,2,1,1,1,1,2,5,5
p,4,2,4,2,5,1,1,2,6,1,3,3,4,5,2,1,1,1,4,4,4,5
p,4,3,4,2,5,1,1,2,4,1,3,3,4,3,2,1,1,1,4,4,5,4
p,4,3,4,2,5,1,1,2,3,1,3,3,4,5,5,1,1,1,4,4,4,5
p,1,1,3,2,6,1,2,1,7,1,3,1,1,1,1,1,1,1,1,1,4,5
p,1,2,4,2,5,1,1,2,6,1,3,3,4,4,4,1,1,1,4,4,5,5
e,4,2,1,1,4,1,1,2,4,2,3,1,1,2,1,1,1,1,1,1,4,5
p,1,3,3,2,6,1,1,1,7,1,3,1,1,1,1,1,1,1,1,1,1,5
p,1,3,2,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,4,4,4,5
p,1,3,2,2,5,1,1,2,4,1,3,3,4,5,4,1,1,1,4,4,5,5
p,1,3,8,2,6,1,2,1,7,1,3,1,1,1,1,1,1,1,1,2,4,5
p,4,3,2,2,5,1,1,2,4,1,3,3,4,3,2,1,1,1,4,4,5,5
p,4,3,4,2,5,1,1,2,6,1,3,3,4,3,4,1,1,1,4,4,4,4
e,4,2,5,1,4,1,1,2,4,2,3,1,1,2,3,1,1,1,1,1,4,5
p,1,2,2,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,4,4,4,4
p,4,3,2,2,5,1,1,2,3,1,3,3,4,5,2,1,1,1,4,4,4,4
p,1,3,4,2,6,1,1,1,3,1,3,1,1,1,1,1,1,1,1,2,1,5
p,1,1,8,2,6,1,2,1,7,1,3,1,1,1,1,1,1,1,1,1,4,5
